"","district","state","year.x","ins.units","farmers","loanee","nonloanee","area.ins","farmers.premium","state.premium","goi.premium","gross.premium","sum.insured","male.pt","female.pt","othergen.pt","sc.pt","st.pt","obc.pt","gen.pt","marginal.pt","small.pt","othertype.pt","jan.rf","jan.ptdef","feb.rf","feb.ptdef","mar.rf","mar.ptdef","apr.rf","apr.ptdef","may.rf","may.ptdef","jun.rf","jun.ptdef","jul.rf","jul.ptdef","aug.rf","aug.ptdef","sep.rf","sep.ptdef","oct.rf","oct.ptdef","nov.rf","nov.ptdef","dec.rf","dec.ptdef","area","prod","yield","Dist Code","year.y","State Code","icr2017_area","icr2017_prod","icr2017_yield","f.it"
"766","Pratapgarh","Uttar Pradesh",2020,1062,26560,27303,76,17.48,227.46,215.43,215.43,658.32,11372.99,0.9183,0.0817,0,0.0742,0.0098,0.2886,0.6274,0.1469,0.8139,0.0392,"17.7","0.67","5","-0.58","19.3","2.58","24","9.91","40.3","2.33","160.2","1.1","335","0.26",229.7,-0.07,122.3,-0.34,0,-1,"0","-1","0","-1",125.557,290516,25.55,235,2017,12,295.98,739.64,22805,0.0590580444624637
"767","Pratapgarh","Uttar Pradesh",2019,1121,32959,33411,1079,22.79,226.83,167.78,167.78,562.39,11341.54,0.9258,0.0742,0,0.0749,0.0141,0.2513,0.6597,0.1063,0.8508,0.0429,"23.3","1.2","9.3","-0.22","9","0.67","1","-0.55","0","-1","63.3","-0.17","285","0.07",193,-0.22,568.2,2.06,91,2.03,"0","-1","26","3.64",124.821,350086,104.19,235,2017,12,295.98,739.64,22805,0.0769984458409352
"768","Pudukkottai","Tamil Nadu",2020,216,1575,1032,3062,1.5,19.66,54.76,54.67,129.09,982.5,0.7892,0.2098,0.001,0.0193,5e-04,0.4736,0.5066,0.1092,0.8068,0.084,"1","-0.94","0","-1","0.2","-0.99","23.9","-0.17","33.6","-0.28","75.6","0.77","158.2","1.27",84.2,-0.17,133.9,0.16,107,-0.27,"131.5","-0.19","197.6","0.95",12.245,25702,36.87,508,2017,11,109.93,260.53,33308,0.0136450468479942
"769","Pudukkottai","Tamil Nadu",2018,192,2251,2294,361,2.22,30.71,17.19,17.19,65.09,1391.87,0.7733,0.226,7e-04,0.0392,0,0.3232,0.6376,0.0697,0.8215,0.1088,"6.5","-0.72","0.8","-0.92","7","-0.49","13.5","-0.61","73.7","0.48","67","0.5","93.9","0.18",38.5,-0.65,78.3,-0.34,124.4,-0.21,"166.2","0.13","22.6","-0.78",7.871,20251,31.04,508,2017,11,109.93,260.53,33308,0.0201946693350314
"770","Pudukkottai","Tamil Nadu",2019,169,1620,1828,195,1.81,22.47,61.98,61.98,146.43,1120.52,0.7608,0.2388,4e-04,0.0287,5e-04,0.3693,0.6015,0.1241,0.7242,0.1517,"0","-1","0","-1","0","-1","6.2","-0.78","3.9","-0.92","17","-0.6","55.6","-0.2",79.3,-0.22,193.1,0.67,233.8,0.6,"173.3","0.06","113.9","0.13",8.669,26767,39.95,508,2017,11,109.93,260.53,33308,0.0164650231965796
"771","Pune","Maharashtra",2020,145,13846,7052,15857,10.89,80.08,246.82,224.47,551.37,3799.51,0.874,0.126,0,0.0131,0.1184,0.0945,0.774,0.1133,0.8285,0.0582,"0","-1","0","-1","5.9","2.66","0.2","-0.98","31.2","0.39","260.4","0.48","218.8","-0.29",534.6,1.43,187.1,0.2,236.2,2.01,"2.7","-0.89","4","-0.37",218.32606,409745.14,19.43,103,2017,7,941.74,2310.3,30152,0.0115637012338862
"772","Pune","Maharashtra",2021,138,8145,4533,10033,7.88,61.8,208.52,192.92,463.24,2904.81,0.871,0.1289,1e-04,0.0104,0.1724,0.0858,0.7314,0.1111,0.7934,0.0955,"30.4","42.41","2.1","3.2","2.5","0.53","16.8","1.75","51.5","1.3","227.1","0.29","389","0.26",83.3,-0.62,194.8,0.25,94.8,0.21,"40.4","0.73","68.1","9.64",216.14181,444933.72,22.23,103,2017,7,941.74,2310.3,30152,0.00836748996538323
"773","Pune","Maharashtra",2018,93,14486,7519,11599,16.85,107.76,226.45,226.45,560.66,5219.99,0.8648,0.1349,3e-04,0.0068,0.0649,0.1031,0.8252,0.1057,0.8285,0.0658,"0","-1","0","-1","0.7","-0.58","5.4","-0.29","6.8","-0.75","185.6","0.18","486.6","0.55",268.9,0.19,58.7,-0.65,33.8,-0.61,"20","-0.18","0","-1",178.563,254439,12.76,103,2017,7,941.74,2310.3,30152,0.0178924119183639
"774","Pune","Maharashtra",2019,103,20620,10258,22343,22.51,131.71,277.19,277.19,686.09,6288.71,0.8453,0.1546,1e-04,0.0159,0.0764,0.1271,0.7806,0.1129,0.8038,0.0833,"0","-1","0","-1","0","-1","7","0.14","0","-1","193.1","0.1","770.4","1.49",521.4,1.37,318.7,1.04,209.1,1.67,"32.7","0.4","0.7","-0.9",195.375,286746,47.78,103,2017,7,941.74,2310.3,30152,0.0239025633402001
"775","Raichur","Karnataka",2020,559,58774,17136,41638,0.07,0.01,0.03,0.03,0.07,0.42,0.7475,0.2525,0,0.0714,0.0816,0.449,0.398,0.1429,0.5918,0.2653,"0","-1","0","-1","1.2","-0.85","15.2","-0.13","77.9","0.94","124.7","0.41","189.1","0.82",132.6,0.08,217.3,0.45,155.6,0.35,"13.1","-0.36","0","-1",563.136,1454213,44.28,78,2017,5,571.89,799.99,17037,0.000122401161062442
"776","Raichur","Karnataka",2019,559,104831,22629,82202,0.13,0.02,0.06,0.06,0.14,0.68,0.7677,0.2323,0,0.0707,0.1111,0.4242,0.394,0.1224,0.6429,0.2347,"2","-0.09","0","-1","0","-1","12.1","-0.31","19.2","-0.52","78.2","-0.12","82.1","-0.21",54.5,-0.56,226.9,0.52,92.7,-0.2,"4.8","-0.77","1.3","-0.75",512.577,1054596,43.25,78,2017,5,571.89,799.99,17037,0.000227316441973107
"777","Raichur","Karnataka",2018,1063,114596,28073,86523,0.15,0.02,0.04,0.04,0.09,0.63,0.7677,0.2323,0,0.0812,0.0914,0.4162,0.4112,0.1472,0.6041,0.2487,"0","-1","0.1","-0.98","0","-1","14.7","-0.17","19.6","-0.52","81.9","0","24.4","-0.78",55,-0.55,53.8,-0.64,42.2,-0.62,"0","-1","0","-1",463.073,807093,40.19,78,2017,5,571.89,799.99,17037,0.000262288202276662
"778","Raigarh","Chhattisgarh",2021,1404,34034,130436,14419,54.76,387.69,807.65,807.65,2002.99,19384.59,0.9278,0.0701,0.0021,0.066,0.2178,0.6801,0.0361,0.2313,0.3984,0.3703,"4.3","-0.68","6.4","-0.56","13.8","0.07","0","-1","56","1.07","226.3","0.05","299","-0.24",161.8,-0.56,247.4,0.11,19.5,-0.6,"25","1.87","51.1","4.38",264.612,413700,21.37,5,2017,14,270.16,433.08,13745,0.20269469943737
"779","Raigarh","Chhattisgarh",2020,1396,36391,96660,9821,63.14,437.44,912.81,912.81,2263.06,21871.86,0.9248,0.0729,0.0023,0.0564,0.2388,0.6722,0.0326,0.231,0.3795,0.3895,"20.5","0.51","36.1","1.49","74.9","4.81","39.4","1.43","33.3","0.23","299.5","0.39","216.7","-0.45",513.4,0.39,177,-0.21,45.4,-0.06,"2.6","-0.7","0.1","-0.99",265.134,470387,24.22,5,2017,14,270.16,433.08,13745,0.23371335504886
"780","Raigarh","Chhattisgarh",2018,738,49500,47666,4781,101.79,577.98,959.02,959.02,2496.02,28899.08,0.921,0.0774,0.0016,0.0864,0.2311,0.6217,0.0608,0.2836,0.4426,0.2738,"0","-1","15","0.17","0","-1","12.5","0.1","55.1","2.01","78.5","-0.56","422.3","0.13",294.3,-0.18,164.7,-0.29,0,-1,"0","-1","50.8","8.78",272.254,414304,20.3,5,2017,14,270.16,433.08,13745,0.376776724903761
"781","Raigarh","Chhattisgarh",2019,1410,52879,58754,6554,121.47,801.1,3642.54,3642.54,8086.18,40055.13,0.9117,0.087,0.0013,0.1032,0.2354,0.6266,0.0348,0.3019,0.4249,0.2732,"7.5","-0.45","16.8","0.16","10.4","-0.2","7.6","-0.53","11.9","-0.56","110.2","-0.49","275.7","-0.3",412.5,0.12,464.7,1.08,86.8,0.79,"0","-1","1.1","-0.89",271.785,533737,21.38,5,2017,14,270.16,433.08,13745,0.449622445957951
"782","Raipur","Chhattisgarh",2020,506,58339,192881,2105,63.8,598.48,1922,1922,4442.48,29924.15,0.8911,0.1082,7e-04,0.1368,0.0319,0.79,0.0413,0.2318,0.5534,0.2148,"16","1","89.5","6.92","52.7","2.99","11.8","0.34","55.2","1.95","246.7","0.38","236.3","-0.3",456.3,0.41,82.4,-0.61,28,-0.42,"0.1","-0.99","0","-0.99",172.589,509545,12.98,3,2017,14,190.07,352.35,11512,0.33566580733414
"783","Raipur","Chhattisgarh",2018,425,61374,70776,3073,88.41,743.75,1351.77,1351.77,3447.29,37187.59,0.8758,0.1236,6e-04,0.1524,0.03,0.77,0.0476,0.1665,0.6462,0.1873,"0","-1","21.4","1.23","1","-0.93","36.7","3.37","49.5","2.02","154.4","-0.1","333.6","-0.05",592.4,0.81,155.1,-0.22,1.9,-0.96,"0","-1","59.4","8.58",169.391,382457,11,3,2017,14,190.07,352.35,11512,0.465144420476666
"784","Raipur","Chhattisgarh",2021,503,43046,171182,1922,54.93,517.96,1657.18,1657.18,3832.32,25898.15,0.8886,0.1106,8e-04,0.137,0.0353,0.7816,0.0461,0.2259,0.5689,0.2052,"2","-0.75","4","-0.65","3.1","-0.77","1.2","-0.87","54.1","1.89","237.8","0.33","246.2","-0.27",107.4,-0.67,287.9,0.36,27.3,-0.44,"31.7","2.52","69.7","10.42",173.671,508768,11.52,3,2017,14,190.07,352.35,11512,0.288998789919503
"785","Raipur","Chhattisgarh",2019,502,67735,259018,10498,95.84,806.53,1378.01,1378.01,3562.55,40326.72,0.8937,0.1055,8e-04,0.14,0.0274,0.7882,0.0444,0.2516,0.5271,0.2213,"35.2","3.39","9.2","-0.19","4.8","-0.64","3.7","-0.58","1.1","-0.94","101.6","-0.43","213.7","-0.37",264,-0.19,424.3,1,62.7,0.29,"0","-1","0.5","-0.92",173.691,513145,24.06,3,2017,14,190.07,352.35,11512,0.504235281738307
"786","Raisen","Madhya Pradesh",2021,496,77598,139282,46,277.87,2075.92,7920.53,7920.53,17916.98,103795.87,0.9087,0.09,0.0013,0.0372,0.0414,0.607,0.3144,0.1737,0.3448,0.4815,"1.3","-0.83","2.1","-0.8","24.7","3.58","0","-1","43.2","6.44","255.1","0.9","231.3","-0.35",320.5,-0.18,217.3,0.13,34.3,0.11,"0","-1","10.4","0.03",350.679,612313,10.8,38,2017,6,729.43,1395.93,18239,0.38094128291954
"787","Raisen","Madhya Pradesh",2018,496,102103,120737,1344,325.93,1915.95,4941.39,4941.39,11798.73,95797.61,0.9055,0.0921,0.0024,0.0617,0.0472,0.539,0.3521,0.1961,0.3277,0.4762,"0","-1","9.9","0.05","0.7","-0.89","2.8","0.56","0.1","-0.99","188.1","0.46","449.8","0.21",249,-0.39,164.3,-0.21,0.2,-0.99,"0","-1","0","-1",366.105,506554,16.09,38,2017,6,729.43,1395.93,18239,0.446828345420397
"788","Raisen","Madhya Pradesh",2020,497,76246,109955,11266,255.82,2057.06,8739.28,8739.28,19535.62,102853.19,0.9016,0.097,0.0014,0.0367,0.0469,0.6067,0.3097,0.1785,0.3756,0.4459,"2.3","-0.7","0","-1","20","2.71","0.1","-0.93","12.4","1.14","248.6","0.85","216.9","-0.39",743.8,0.89,185.4,-0.04,1.1,-0.96,"1","-0.93","5.1","-0.5",367.545,477043.67,12.65,38,2017,6,729.43,1395.93,18239,0.350712199936937
"789","Raisen","Madhya Pradesh",2019,497,81013,147395,114,307.08,1470.32,2999.97,2999.97,7470.26,73516.35,0.9067,0.092,0.0013,0.036,0.0401,0.593,0.3309,0.1701,0.341,0.4889,"0","-1","6.2","-0.41","0","-1","6.8","2.98","2.1","-0.64","71.6","-0.47","475.9","0.34",667.3,0.7,648.4,2.36,29,-0.06,"12","-0.16","20","0.98",357.033,493445.33,11.85,38,2017,6,729.43,1395.93,18239,0.42098624953731
"790","Rajgarh","Madhya Pradesh",2021,641,136698,222375,368,428.23,3077.11,17693.37,17693.37,38463.85,153855.39,0.9198,0.0789,0.0013,0.042,0.0145,0.7404,0.2031,0.1325,0.507,0.3605,"1.4","-0.82","0","-1","10.7","1.42","0","-1","49.9","7.75","123.6","0.33","387.5","0.4",423.6,0.31,259.7,0.84,78.5,1.84,"0","-1","5.2","-0.39",479.544,587031.33,11.93,41,2017,6,807.03,1352.23,21435,0.530624636011053
"791","Rajgarh","Madhya Pradesh",2020,728,134028,189958,30914,365.33,2623.33,13122.54,13122.54,28868.41,131166.58,0.9146,0.0841,0.0013,0.0435,0.0154,0.7413,0.1998,0.1293,0.5316,0.3391,"10.3","0.32","0","-1","13.4","2.05","3.1","0.95","5.7","0","144.6","0.55","160.8","-0.42",578.2,0.79,125.5,-0.11,3.3,-0.88,"0","-1","12.7","0.48",480.301,229966.67,7.91,41,2017,6,807.03,1352.23,21435,0.452684534651748
"792","Rajgarh","Madhya Pradesh",2018,637,156128,165534,1099,410.91,2874.13,12927.11,12927.11,28728.35,143706.47,0.9194,0.0785,0.0021,0.0561,0.0173,0.6811,0.2455,0.1883,0.4885,0.3232,"0","-1","0","-1","3.7","-0.23","3.8","1.69","0","-1","141.6","0.5","309.5","0.03",174.8,-0.49,175.6,0.14,0,-1,"0","-1","0","-1",438.631,424064.33,10.84,41,2017,6,807.03,1352.23,21435,0.509163228132783
"793","Rajgarh","Madhya Pradesh",2019,626,128302,341011,126,402.85,2113.86,9512.19,9512.19,21138.24,105693.53,0.9301,0.0681,0.0018,0.0393,0.0147,0.7491,0.1969,0.1102,0.5039,0.3859,"0","-1","0","-1","0","-1","8.4","4.28","0","-1","80.2","-0.14","349.8","0.26",638.9,0.98,562.1,2.99,65.2,1.35,"18.2","0.03","2.3","-0.74",463.922,210429.33,8.09,41,2017,6,807.03,1352.23,21435,0.49917599097927
"794","Rajnandgaon","Chhattisgarh",2021,1619,184825,741504,75385,287.03,2330.66,8991.93,8991.93,20314.52,116533.32,0.8925,0.1068,7e-04,0.0589,0.2336,0.6665,0.041,0.2252,0.5516,0.2232,"1.8","-0.84","8.2","-0.11","1.4","-0.85","10.3","1.45","50.2","3.48","169.2","0","269.8","-0.15",169.2,-0.44,374.2,1.03,41.6,-0.12,"5.1","-0.52","44.7","3.29",382.63,672897,12.85,501,2017,14,473.34,453.71,11539,0.606392867706089
"795","Rajnandgaon","Chhattisgarh",2019,1622,180047,197705,52293,290.85,2184.71,11367.53,11367.53,24919.77,109235.82,0.865,0.1343,7e-04,0.0647,0.2426,0.6474,0.0453,0.2342,0.592,0.1738,"19.9","0.81","6.2","-0.33","15.1","0.66","4","-0.04","0","-1","57.6","-0.66","277","-0.13",258.2,-0.15,311.4,0.69,39.7,-0.16,"2.4","-0.78","0.8","-0.92",374.668,656767,11.97,501,2017,14,473.34,453.71,11539,0.614463176574978
"796","Rajnandgaon","Chhattisgarh",2018,836,177720,163481,53461,284.84,2068.27,7595.33,7595.33,17258.93,103413.33,0.8659,0.1333,8e-04,0.0587,0.2306,0.6664,0.0443,0.2158,0.5932,0.191,"0","-1","24.1","1.44","0.3","-0.97","8.8","0.19","13.4","-0.15","114.4","-0.31","292.4","-0.13",330.6,0,120,-0.42,0.2,-0.99,"0","-1","29","1.9",368.355,474081,13.15,501,2017,14,473.34,453.71,11539,0.601766172307432
"797","Rajnandgaon","Chhattisgarh",2020,1618,157766,199291,53603,236.03,1797.31,6952.07,6952.07,15701.45,89865.52,0.871,0.1286,4e-04,0.0688,0.2159,0.6656,0.0497,0.2157,0.5973,0.187,"24","1.18","43.3","3.71","36.3","2.98","6.4","0.53","42.6","2.8","272.9","0.61","122.8","-0.62",455.4,0.5,94.9,-0.49,37.5,-0.21,"2.2","-0.79","0.2","-0.98",380.61,702803,26.48,501,2017,14,473.34,453.71,11539,0.498647906367516
"798","Rajsamand","Rajasthan",2019,238,17257,21341,176,19.34,159.73,472.33,472.33,1104.39,5966.62,0.9334,0.0656,0.001,0.0873,0.0442,0.5983,0.2702,0.2155,0.3374,0.4471,"0","-1","0","-1","0","-1","19.7","4.19","12.7","0.05","74","0.09","233.3","0.3",396.7,1.23,137.7,0.68,19.9,0.61,"4.4","-0.52","2.4","-0.03",82.41,137153,15.27,538,2017,10,151.4,327.02,32459,0.12774108322325
"799","Rajsamand","Rajasthan",2020,244,24947,29337,160,17.23,136.5,598.75,598.75,1334,5962.45,0.906,0.0926,0.0014,0.0889,0.0436,0.617,0.2505,0.2675,0.4754,0.2571,"0","-1","0","-1","26","7.13","15.4","3.06","21.9","0.81","93.7","0.39","111.6","-0.38",324.6,0.83,96.3,0.18,6.4,-0.48,"0.1","-0.98","0","-1",90.046,222823,20.75,538,2017,10,151.4,327.02,32459,0.113804491413474
"800","Rajsamand","Rajasthan",2018,245,13029,16519,2,15.89,172.28,388.78,388.78,949.84,6863.37,0.9346,0.0643,0.0011,0.089,0.0401,0.6023,0.2686,0.2054,0.333,0.4616,"0","-1","0","-1","0","-1","0","-1","0","-1","50.4","-0.26","215.1","0.22",137,-0.23,111.9,0.34,0,-1,"0","-1","0","-1",82.486,179215,20.58,538,2017,10,151.4,327.02,32459,0.104953764861295
"801","Rajsamand","Rajasthan",2021,244,31027,107545,716,20.82,170.96,704.97,704.97,1580.9,7140.84,0.915,0.0843,7e-04,0.0702,0.0343,0.6444,0.2511,0.308,0.4458,0.2462,"6.6","1.19","0","-1","0","-1","0","-1","84.7","6","85.9","0.27","98","-0.45",73,-0.59,261,2.19,18,0.46,"33.4","2.59","11.7","3.69",90.25,179208.18,18.65,538,2017,10,151.4,327.02,32459,0.137516512549538
"802","Rampur","Uttar Pradesh",2018,684,68243,80730,11,62.92,606.7,273,273,1152.7,30335.38,0.9055,0.094,5e-04,0.061,0.0068,0.4004,0.5318,0.3508,0.4864,0.1628,"0","-1","0.7","-0.97","0","-1","7.9","0.06","3.1","-0.86","21.9","-0.8","153.8","-0.54",336.3,0.05,92.7,-0.4,14.4,-0.58,"0","-1","0","-1",170.956,2561636,103.61,204,2017,12,327.64,1106.08,28949,0.192040043950678
"803","Rampur","Uttar Pradesh",2019,675,48951,61977,129,46.26,615.15,276.86,276.86,1168.87,30757.32,0.9008,0.0986,6e-04,0.0428,0.0042,0.4791,0.4739,0.3667,0.5171,0.1162,"12.9","-0.15","31.3","0.42","4.4","-0.68","7","0.28","0","-1","42.4","-0.48","213.1","-0.27",114,-0.61,99.2,-0.39,2,-0.93,"0.8","-0.71","50.2","6.17",170.067,2005352,104.72,204,2017,12,327.64,1106.08,28949,0.141191551703089
"804","Rampur","Uttar Pradesh",2020,656,12752,15711,102,10.42,137.22,85.76,85.76,308.74,6860.98,0.8989,0.1008,3e-04,0.0462,0.0062,0.5631,0.3845,0.3801,0.472,0.1479,"49.8","2.27","6.6","-0.7","25.5","0.86","14.4","1.61","27.3","0.54","55.2","-0.32","108.9","-0.63",142,-0.51,14.4,-0.91,0,-1,"0","-1","0","-1",192.424,3992832,106.1,204,2017,12,327.64,1106.08,28949,0.0318031986326456
"805","Ranchi","Jharkhand",2019,294,115372,13640,115076,90.69,1.26,2245.69,1253.89,3500.84,49653.13,0.7285,0.271,5e-04,0.0594,0.3222,0.359,0.2594,0.0505,0.9438,0.0057,"0.6","-0.96","29.3","0.52","42.6","1.43","24.8","0.32","16.1","-0.67","106.7","-0.5","184.1","-0.44",252,-0.16,212.7,-0.08,149.8,1.25,"0.3","-0.97","25.1","1.7",167.123,462883,12.74,916,2017,15,226.17,473.68,12114,0.400981562541451
"806","Ranchi","Jharkhand",2018,294,77303,14022,74432,58,0,1960,1334.63,3294.63,31268.39,0.752,0.2475,5e-04,0.0422,0.4269,0.4367,0.0942,0.0587,0.9368,0.0045,"0","-1","7.9","-0.71","0.6","-0.97","13.8","-0.42","55.8","0.16","103.3","-0.53","292.6","-0.18",201.7,-0.41,154.7,-0.36,12.7,-0.84,"0","-1","53.5","4.3",183.133,389879,11.06,916,2017,15,226.17,473.68,12114,0.256444267586329
"807","Ratlam","Madhya Pradesh",2020,425,87246,97387,18107,158.16,1642.03,4498.03,4498.03,10638.09,82090.08,0.8419,0.1572,9e-04,0.0676,0.1362,0.5039,0.2923,0.0558,0.6136,0.3306,"0.4","-0.86","0","-1","8.3","3.39","0","-1","0.7","-0.83","211","1","182.5","-0.37",531.3,0.69,160.3,0.03,37.9,0.08,"0","-1","13.3","0.87",336.95,247559.33,12.15,29,2017,6,576.95,1111.44,23037,0.27413120721033
"808","Ratlam","Madhya Pradesh",2018,432,85108,88144,548,156.78,1631.18,5278.67,5278.67,12188.52,81429.51,0.8316,0.1673,0.0011,0.0817,0.1126,0.4843,0.3214,0.0873,0.5985,0.3142,"0","-1","0","-1","0","-1","0","-1","0","-1","203.7","0.96","277.9","-0.06",284.3,-0.05,179.8,0.04,0,-1,"0","-1","0","-1",295.367,301423.33,21.85,29,2017,6,576.95,1111.44,23037,0.271739318831788
"809","Ratlam","Madhya Pradesh",2021,428,97456,157967,600,186.42,1933.84,5784.58,5784.58,13503,96684.26,0.8546,0.1446,8e-04,0.0656,0.1385,0.5229,0.273,0.0565,0.5917,0.3518,"1.3","-0.56","0","-1","0","-1","0","-1","33.1","7.49","135.3","0.28","349.2","0.2",216.1,-0.31,334.8,1.15,58.1,0.65,"4.8","-0.65","14","0.98",335.794,466254.11,16.89,29,2017,6,576.95,1111.44,23037,0.323112921397001
"810","Ratlam","Madhya Pradesh",2019,424,79468,104454,181,150.12,1175.61,2809.7,2809.7,6795.01,58520.23,0.8449,0.1544,7e-04,0.0733,0.1406,0.5074,0.2787,0.0652,0.6165,0.3183,"0","-1","0","-1","0","-1","15.5","8.71","1.3","-0.66","179.3","0.7","453.2","0.55",480.1,0.53,450.8,1.89,79.3,1.25,"0.3","-0.98","1","-0.86",332.688,233154.66,8.72,29,2017,6,576.95,1111.44,23037,0.260195857526649
"811","Ratnagiri","Maharashtra",2020,53,636,595,442,0.23,2.1,4.19,4.19,10.48,104.77,0.838,0.162,0,0.0347,0.0048,0.4638,0.4967,0.2613,0.6972,0.0415,"0","-1","0","-1","0","-1","20.6","12.75","9.5","-0.72","877","0.08","1223.5","0.06",1431.4,0.71,405.1,0.03,322,1.46,"0","-1","4","-0.27",86.8019,228863.88,8.29,98,2017,7,94.27,249.53,13550,0.00243980057282274
"812","Ratnagiri","Maharashtra",2021,62,1636,444,3240,0.75,6.63,13.26,13.26,33.15,331.38,0.886,0.114,0,0.0342,0.0027,0.6192,0.3439,0.0714,0.8952,0.0334,"7.4","23.64","5.1","513.29","0","-1","0.5","-0.7","196.1","4.72","1226.4","0.51","1783.8","0.55",411.8,-0.51,829.9,1.11,95.5,-0.27,"73.9","1.8","52.7","8.58",88.349,239019.59,8.28,98,2017,7,94.27,249.53,13550,0.00795587143311764
"813","Ratnagiri","Maharashtra",2019,46,865,869,193,0.34,2.97,2.23,2.23,7.43,148.64,0.7203,0.2787,0.001,0.0311,9e-04,0.42,0.548,0.371,0.6111,0.0179,"0","-1","0","-1","0","-1","0.5","-0.66","0","-1","719.8","-0.12","1726.5","0.5",1123.1,0.34,1115.5,1.83,221.2,0.69,"14","-0.47","0","-1",86.197,253346,6.19,98,2017,7,94.27,249.53,13550,0.00360666171634666
"814","Ratnagiri","Maharashtra",2018,60,1560,860,1106,0.56,4.67,3.5,3.5,11.67,233.47,0.9313,0.0687,0,0.0519,0.0259,0.352,0.5702,0.1933,0.6999,0.1068,"0","-1","0","-1","0","-1","1.6","-0.56","10.7","-0.66","1240","0.49","1221.3","0.01",682.5,-0.21,151.1,-0.58,57.9,-0.6,"18.4","-0.26","0","-1",91.298,262560,6.52,98,2017,7,94.27,249.53,13550,0.00594038400339451
"815","Rewa","Madhya Pradesh",2021,759,18574,24796,104,34.09,212.41,467.88,467.88,1148.17,10620.43,0.924,0.0752,8e-04,0.009,0.006,0.2869,0.6981,0.1658,0.6529,0.1813,"0","-1","0.6","-0.97","0","-1","1.3","-0.62","119","18.2","250.3","1.01","214.1","-0.29",327.9,0.05,217.5,0.03,16.7,-0.5,"0","-1","13.6","0.89",352.634,907061.54,15.45,18,2017,6,616.94,1470.58,22150,0.0552565889713749
"816","Rewa","Madhya Pradesh",2019,456,21268,26417,1930,42.64,175.82,229.33,229.33,634.48,8790.97,0.9217,0.0775,8e-04,0.0103,0.0056,0.2908,0.6933,0.1786,0.638,0.1834,"25.2","0.62","12.6","-0.27","23.2","1.7","10.3","2.04","1.6","-0.74","29.3","-0.76","355.7","0.18",426.4,0.36,387.8,0.84,55.4,0.66,"0","-1","15.6","1.17",337.36,730047.66,12.73,18,2017,6,616.94,1470.58,22150,0.0691153110513178
"817","Rewa","Madhya Pradesh",2018,455,26312,27564,3350,50.02,257.98,698.42,698.42,1654.82,12898.85,0.9216,0.0768,0.0016,0.0146,0.0085,0.319,0.6579,0.1574,0.6476,0.195,"0","-1","18.1","0.3","0","-1","1","-0.67","43.7","8.29","76.8","-0.37","243.5","-0.21",432.7,0.32,110.6,-0.49,2.1,-0.93,"0","-1","0","-1",282.403,475400,10.22,18,2017,6,616.94,1470.58,22150,0.0810775764255843
"818","Rewa","Madhya Pradesh",2020,526,11353,13200,472,21.96,122.55,603.02,603.02,1328.59,6127.72,0.9291,0.0706,3e-04,0.0089,0.0067,0.2871,0.6973,0.1507,0.6751,0.1742,"17.8","0.15","16.2","-0.07","16.9","0.97","8.3","1.45","30.8","3.97","251.9","1.03","277.6","-0.08",281.5,-0.1,169.9,-0.19,2.5,-0.92,"9.7","-0.03","5.6","-0.23",354.344,843256.33,8.89,18,2017,6,616.94,1470.58,22150,0.0355950335526956
"819","Rewari","Haryana",2020,408,26562,36025,2860,26.75,506.31,751.36,751.36,2009.03,14622.59,0.9361,0.063,9e-04,0.0053,4e-04,0.5727,0.4216,0.2981,0.6,0.1019,"14.4","0.87","3.4","-0.68","76","11.66","8.8","1.21","54.6","2.09","69.8","0.84","49.7","-0.67",145.1,-0.14,54.6,-0.27,0,-1,"0.6","-0.81","0","-1",98.482,212519.16,19.62,526,2017,4,257.6,683.04,22460,0.103843167701863
"820","Rewari","Haryana",2019,408,33694,48879,1310,35.12,391.83,1663.88,1319.75,3375.46,19591.7,0.949,0.0505,5e-04,0.0053,3e-04,0.5617,0.4327,0.2073,0.698,0.0947,"6.2","-0.2","9.2","-0.14","5.2","-0.13","13.6","2.4","2.6","-0.85","14.4","-0.62","152.4","0.01",117.9,-0.3,33.9,-0.55,7.8,0.2,"3","-0.03","16.4","3.56",90.599,203037,21.25,526,2017,4,257.6,683.04,22460,0.136335403726708
"821","Rewari","Haryana",2018,405,33149,39165,148,27.27,256.89,751.8,603.26,1611.95,12844.41,0.9521,0.0472,7e-04,0.0123,0.0036,0.606,0.3781,0.1575,0.7336,0.1089,"4.7","-0.49","0","-1","2.8","-0.46","9.2","2.07","4.2","-0.58","64.7","0.96","169.5","0.13",75.1,-0.59,164.8,1.38,0,-1,"1.5","-0.57","0.2","-0.96",82.853,162377,17.31,526,2017,4,257.6,683.04,22460,0.105861801242236
"822","Rohtak","Haryana",2020,149,14730,14846,4558,18.39,344.48,719.26,719.26,1783,14059.31,0.9372,0.0624,4e-04,7e-04,1e-04,0.0377,0.9615,0.1938,0.6604,0.1458,"10.9","-0.29","4.3","-0.75","66.7","3.09","4.6","-0.57","25.2","0.02","19.4","-0.64","95.8","-0.46",88.3,-0.53,12.4,-0.85,0,-1,"0.5","-0.9","1","-0.86",99.273,220805.59,7.28,186,2017,4,220.8,710.38,39119,0.0832880434782609
